2023-04-11T14:51:02.652Z, info, POST /lender/rent, Rent created successfully
2023-04-12T06:00:18.829Z, info, PUT /lender/editItems/2, Item edited successfully
2023-04-12T06:31:51.032Z, error, PUT /lender/editItems/2, Unable to update item
2023-04-12T06:33:01.908Z, error, PUT /lender/editItems/2, Unable to update item
2023-04-12T06:34:50.932Z, error, PUT /lender/editItems/2, Unable to update item
2023-04-12T06:35:19.669Z, info, PUT /lender/editItems/2, Item edited successfully
2023-04-12T08:17:35.623Z, error, PUT /lender/editItems/2, Unable to update item
2023-04-12T08:18:44.435Z, error, PUT /lender/editItems/2, Unable to update item
2023-04-12T08:37:35.833Z, error, PUT /lender/editItems/2, Unable to update item
2023-04-12T08:45:35.779Z, error, PUT /lender/editItems/2, Unable to update item
2023-04-12T08:46:33.281Z, error, PUT /lender/editItems/2, Unable to update item
2023-04-12T08:49:18.733Z, error, PUT /lender/editItems/2, Unable to update item
2023-04-12T08:53:24.343Z, error, PUT /lender/editItems/2, Unable to update item
2023-04-12T09:32:28.229Z, info, PUT /lender/editItems/2, Item edited successfully
2023-04-12T09:35:19.652Z, info, PUT /lender/editItems/1, Item edited successfully
2023-04-12T11:15:31.941Z, info, DELETE /lender/deleteOrder/1, order deleted successfully
2023-04-12T11:18:11.774Z, error, DELETE /lender/deleteOrder/1, Unable to delete
2023-04-12T11:18:14.667Z, info, DELETE /lender/deleteOrder/2, order deleted successfully
2023-04-12T13:58:52.266Z, info, POST /lender/uploadCategory, uploaded
2023-04-12T14:00:11.946Z, info, POST /lender/uploadBrand, uploaded
2023-04-12T14:01:21.813Z, info, POST /lender/uploadProduct, uploaded
2023-04-12T14:37:06.687Z, info, POST /lender/sale, purchased successfully
2023-04-12T14:37:58.697Z, info, POST /lender/sale, purchased successfully
2023-04-12T14:39:13.251Z, info, POST /lender/rent, Rent created successfully
2023-04-12T14:39:49.355Z, info, POST /lender/rent, Rent created successfully
2023-04-12T15:40:31.870Z, info, PUT /lender/editItems/1, Item edited successfully
2023-04-12T15:43:24.972Z, info, PUT /lender/editItems/1, Item edited successfully
2023-04-13T03:57:00.604Z, error, PUT /lender/editItems/1, Unable to update item
2023-04-13T03:57:41.878Z, error, PUT /lender/editItems/1, Unable to update item
2023-04-13T03:58:08.303Z, error, PUT /lender/editItems/1, Unable to update item
2023-04-13T04:00:15.572Z, info, PUT /lender/editItems/1, Item edited successfully
2023-04-13T04:04:05.429Z, info, PUT /lender/editItems/2, Item edited successfully
2023-04-13T04:04:38.232Z, info, PUT /lender/editItems/1, Item edited successfully
2023-04-13T04:05:24.615Z, info, PUT /lender/editItems/1, Item edited successfully
2023-04-13T04:06:08.943Z, info, PUT /lender/editItems/1, Item edited successfully
2023-04-13T04:06:27.794Z, info, PUT /lender/editItems/2, Item edited successfully
2023-04-13T04:07:27.607Z, info, PUT /lender/editItems/1, Item edited successfully
2023-04-13T04:08:17.586Z, info, PUT /lender/editItems/6, Item edited successfully
2023-04-13T04:08:22.983Z, info, PUT /lender/editItems/6, Item edited successfully
2023-04-13T04:18:30.349Z, info, PUT /lender/editItems/6, Item edited successfully
2023-04-13T04:18:59.243Z, info, PUT /lender/editItems/6, Item edited successfully
2023-04-13T04:20:52.399Z, info, PUT /lender/editItems/42, Item edited successfully
2023-04-13T04:21:01.566Z, info, PUT /lender/editItems/42, Item edited successfully
